Unnamed: 0,id,age,gender,income,days_on_platform,city,purchases
91,91,44.0,Female,66182,7.0,San Francisco,0
92,92,49.0,Female,144971,59.0,San Francisco,0
94,94,30.20203602192639,Male,136740,10.0,London,0
95,95,30.20203602192639,Female,54455,27.0,London,1
96,96,30.20203602192639,Male,279792,36.0,London,4
101,101,19.0,Female,86038,21.0,San Francisco,1
102,102,30.20203602192639,Male,90784,24.389997941963365,Tokyo,2
105,105,30.20203602192639,Male,100126,12.0,Miami,3
106,106,30.20203602192639,Male,56859,22.0,New York City,1
107,107,30.20203602192639,Female,114142,10.0,San Francisco,2
108,108,38.0,Male,76871,9.0,San Francisco,0
109,109,30.20203602192639,Female,185647,10.0,London,0
112,112,44.0,Male,111991,18.0,London,0
113,113,10.0,Female,155979,9.0,Tokyo,2
115,115,30.20203602192639,Male,130458,13.0,San Francisco,0
119,119,30.20203602192639,Female,82928,9.0,San Francisco,1
120,120,34.0,Male,75743,4.0,London,0
121,121,22.0,Female,133644,13.0,San Francisco,0
122,122,30.20203602192639,Female,90495,19.0,San Francisco,2
124,124,19.0,Male,151420,50.0,San Francisco,0
128,128,43.0,Female,94003,11.0,Miami,2
129,129,30.20203602192639,Male,88453,31.0,London,0
131,131,30.20203602192639,Male,149643,16.0,Miami,0
132,132,30.20203602192639,Female,94844,31.0,New York City,3
133,133,30.20203602192639,Female,75438,12.0,Tokyo,1
134,134,30.20203602192639,Male,231131,78.0,New York City,2
136,136,28.0,Female,66226,55.0,San Francisco,0
138,138,30.20203602192639,Male,64889,21.0,New York City,1
139,139,30.20203602192639,Male,62570,1.0,London,0
141,141,49.0,Male,130567,40.0,Miami,0
143,143,34.0,Female,199128,11.0,Tokyo,2
146,146,24.0,Male,143915,69.0,Miami,0
147,147,47.0,Male,195904,47.0,Tokyo,4
148,148,42.0,Male,95196,63.0,London,1
149,149,35.0,Male,54390,11.0,New York City,0
153,153,26.0,Female,166254,2.0,San Francisco,1
154,154,30.20203602192639,Male,92582,36.0,San Francisco,0
155,155,39.0,Female,73993,61.0,San Francisco,0
156,156,32.0,Female,66887,5.0,Miami,0
157,157,30.20203602192639,Male,177228,4.0,Miami,0
158,158,30.20203602192639,Female,142610,11.0,San Francisco,0
160,160,33.0,Male,201813,22.0,New York City,1
161,161,30.20203602192639,Female,202365,34.0,London,4
162,162,50.0,Female,57256,19.0,New York City,0
163,163,30.20203602192639,Male,110882,54.0,New York City,0
164,164,30.20203602192639,Female,156060,38.0,Miami,1
165,165,30.20203602192639,Female,164730,22.0,Tokyo,0
170,170,35.0,Female,222205,20.0,New York City,1
171,171,46.0,Male,58152,16.0,San Francisco,2
172,172,30.20203602192639,Male,116918,48.0,London,1
173,173,28.0,Male,65525,67.0,San Francisco,0
174,174,12.0,Male,54619,2.0,Tokyo,0
175,175,23.0,Male,92662,32.0,Tokyo,2
176,176,41.0,Female,93672,45.0,Miami,3
177,177,30.20203602192639,Female,57929,74.0,Miami,0
178,178,30.20203602192639,Male,116878,6.0,Tokyo,0
179,179,30.20203602192639,Female,81535,35.0,New York City,2
180,180,30.20203602192639,Male,96055,6.0,San Francisco,2
182,182,18.0,Female,118228,16.0,New York City,1
183,183,30.20203602192639,Female,223669,13.0,Tokyo,0
184,184,39.0,Male,165119,48.0,Miami,0
185,185,39.0,Male,63724,67.0,New York City,4
186,186,18.0,Male,91477,45.0,New York City,0
187,187,30.20203602192639,Female,51931,25.0,New York City,1
189,189,45.0,Male,87521,8.0,San Francisco,2
190,190,16.0,Female,59732,38.0,Miami,2
192,192,31.0,Female,53355,35.0,New York City,2
193,193,48.0,Female,58820,32.0,Miami,0
195,195,46.0,Male,65742,5.0,Tokyo,0
196,196,30.20203602192639,Female,92148,21.0,Miami,0
197,197,36.0,Male,95618,1.0,New York City,2
198,198,50.0,Male,107407,78.0,Miami,2
199,199,30.20203602192639,Female,59834,23.0,New York City,0
200,200,46.0,Female,309902,51.0,Tokyo,0
202,202,49.0,Female,86803,24.389997941963365,Miami,2
204,204,26.0,Male,104020,23.0,Miami,0
209,209,30.20203602192639,Male,93917,67.0,New York City,0
210,210,30.20203602192639,Female,81841,26.0,San Francisco,0
211,211,49.0,Male,107947,8.0,London,0
212,212,22.0,Male,103234,45.0,Tokyo,1
214,214,30.20203602192639,Female,180960,20.0,London,0
215,215,20.0,Male,87026,7.0,San Francisco,0
216,216,30.20203602192639,Female,63933,26.0,Miami,0
217,217,30.20203602192639,Female,117001,17.0,San Francisco,1
218,218,24.0,Female,162512,32.0,New York City,0
219,219,32.0,Female,214361,7.0,New York City,0
221,221,26.0,Male,176177,19.0,Tokyo,0
222,222,12.0,Female,72151,19.0,New York City,0
223,223,30.20203602192639,Female,121436,20.0,Miami,1
224,224,43.0,Male,68863,21.0,New York City,0
225,225,30.20203602192639,Male,58735,16.0,Miami,2
227,227,30.20203602192639,Male,69553,22.0,San Francisco,2
228,228,25.0,Male,225512,29.0,London,3
229,229,46.0,Male,52330,40.0,New York City,0
230,230,23.0,Male,72162,55.0,Miami,0
232,232,30.20203602192639,Female,113856,24.389997941963365,London,1
233,233,37.0,Male,100904,44.0,Miami,0
234,234,30.20203602192639,Male,129974,26.0,Miami,3
235,235,42.0,Male,59623,4.0,New York City,1
237,237,30.20203602192639,Female,109978,13.0,New York City,3
240,240,42.0,Female,134876,5.0,San Francisco,4
245,245,30.20203602192639,Male,70872,42.0,Tokyo,0
246,246,30.20203602192639,Male,135260,8.0,San Francisco,0
247,247,30.20203602192639,Female,103129,14.0,San Francisco,2
248,248,34.0,Male,117416,22.0,London,2
249,249,30.20203602192639,Female,265599,58.0,London,1
250,250,28.0,Male,102207,28.0,San Francisco,1
254,254,30.0,Male,165761,42.0,San Francisco,2
255,255,30.0,Female,116481,11.0,Miami,0
257,257,21.0,Female,151527,87.0,Miami,1
258,258,30.20203602192639,Female,61643,44.0,London,0
259,259,30.20203602192639,Male,193218,19.0,San Francisco,0
260,260,30.20203602192639,Male,117703,67.0,Tokyo,2
261,261,30.20203602192639,Male,91100,13.0,New York City,1
263,263,30.20203602192639,Female,123797,40.0,San Francisco,1
265,265,33.0,Female,73251,35.0,London,0
266,266,11.0,Female,118296,6.0,Tokyo,2
269,269,30.20203602192639,Female,136491,11.0,New York City,3
271,271,30.20203602192639,Male,71369,28.0,San Francisco,0
272,272,30.20203602192639,Female,60457,11.0,San Francisco,2
273,273,36.0,Male,197033,13.0,London,0
274,274,44.0,Female,118176,28.0,New York City,0
276,276,30.20203602192639,Male,135846,10.0,New York City,0
277,277,36.0,Male,118400,36.0,New York City,3
278,278,10.0,Female,72892,35.0,Tokyo,2
279,279,30.20203602192639,Male,53648,24.389997941963365,New York City,0
281,281,30.20203602192639,Female,107097,24.0,Miami,0
282,282,10.0,Female,51214,49.0,London,1
283,283,22.0,Female,95353,14.0,San Francisco,2
284,284,30.20203602192639,Male,166825,16.0,San Francisco,2
285,285,38.0,Male,128826,13.0,Miami,1
286,286,30.20203602192639,Male,196019,4.0,San Francisco,0
288,288,38.0,Male,142414,38.0,Tokyo,0
289,289,30.20203602192639,Male,229541,28.0,New York City,0
290,290,30.20203602192639,Male,70387,37.0,San Francisco,0
291,291,20.0,Female,126700,22.0,London,1
293,293,30.20203602192639,Male,55754,3.0,Tokyo,2
294,294,30.20203602192639,Female,76339,8.0,Tokyo,0
295,295,47.0,Male,55774,3.0,Tokyo,2
296,296,30.20203602192639,Female,93440,11.0,London,1
299,299,30.20203602192639,Female,147687,24.389997941963365,San Francisco,2
300,300,30.20203602192639,Female,143031,1.0,Miami,1
301,301,41.0,Male,222541,24.0,New York City,5
302,302,30.20203602192639,Male,136946,39.0,Tokyo,0
304,304,12.0,Female,109273,26.0,Miami,0
305,305,14.0,Male,102269,1.0,New York City,1
307,307,47.0,Male,219073,10.0,San Francisco,0
308,308,30.20203602192639,Female,191620,51.0,New York City,3
309,309,26.0,Male,164043,24.389997941963365,Miami,1
310,310,30.20203602192639,Female,67403,25.0,Miami,0
311,311,50.0,Female,78530,40.0,Miami,2
313,313,30.20203602192639,Female,116155,31.0,Tokyo,1
316,316,24.0,Female,56863,43.0,London,0
317,317,21.0,Male,62405,11.0,London,1
318,318,30.20203602192639,Female,124711,71.0,San Francisco,1
319,319,29.0,Female,60096,3.0,New York City,1
320,320,48.0,Male,127181,8.0,Miami,3
321,321,30.20203602192639,Male,52010,36.0,San Francisco,1
322,322,30.20203602192639,Male,70368,1.0,New York City,0
323,323,27.0,Male,92534,49.0,Miami,5
324,324,17.0,Male,142883,25.0,Tokyo,2
327,327,10.0,Female,133043,1.0,Tokyo,2
329,329,30.20203602192639,Female,106406,4.0,New York City,1
333,333,35.0,Female,109924,1.0,Tokyo,0
336,336,49.0,Female,127959,21.0,London,1
339,339,32.0,Male,69105,78.0,London,0
340,340,43.0,Female,171356,6.0,San Francisco,0
341,341,27.0,Male,68153,48.0,San Francisco,2
342,342,10.0,Female,89097,42.0,New York City,2
346,346,30.20203602192639,Male,122065,8.0,San Francisco,3
347,347,30.20203602192639,Female,55674,1.0,Tokyo,0
349,349,37.0,Male,154170,2.0,New York City,3
350,350,30.20203602192639,Male,84636,42.0,San Francisco,3
354,354,29.0,Female,70705,24.0,San Francisco,1
355,355,30.20203602192639,Male,145418,23.0,New York City,2
358,358,30.20203602192639,Female,121494,1.0,Miami,0
359,359,30.20203602192639,Female,182301,30.0,San Francisco,0
360,360,30.20203602192639,Male,132229,32.0,San Francisco,0
361,361,11.0,Female,107281,45.0,Tokyo,2
362,362,30.20203602192639,Female,82995,22.0,New York City,2
363,363,30.20203602192639,Male,51093,42.0,San Francisco,1
367,367,30.20203602192639,Male,225174,62.0,New York City,2
368,368,30.20203602192639,Male,106242,16.0,Tokyo,2
369,369,47.0,Female,120174,14.0,Tokyo,0
371,371,30.20203602192639,Male,63377,7.0,New York City,1
374,374,30.20203602192639,Male,224864,58.0,London,2
375,375,38.0,Female,126258,29.0,London,1
376,376,41.0,Male,78731,16.0,Tokyo,0
378,378,30.20203602192639,Male,51462,22.0,San Francisco,2
379,379,41.0,Male,58135,17.0,San Francisco,2
381,381,19.0,Female,61236,23.0,New York City,1
382,382,30.20203602192639,Female,69239,9.0,Miami,0
384,384,30.20203602192639,Female,179794,10.0,London,1
385,385,48.0,Female,76830,17.0,San Francisco,0
386,386,50.0,Male,92283,37.0,Tokyo,0
387,387,20.0,Female,89170,7.0,Tokyo,1
392,392,24.0,Female,69827,36.0,New York City,2
393,393,30.20203602192639,Male,69817,22.0,New York City,1
396,396,47.0,Female,71916,7.0,Miami,4
397,397,30.20203602192639,Female,90719,31.0,San Francisco,1
398,398,30.20203602192639,Male,93850,54.0,Miami,1
399,399,30.20203602192639,Female,134452,26.0,San Francisco,1
400,400,30.20203602192639,Male,63731,35.0,San Francisco,1
402,402,10.0,Female,237764,12.0,Miami,3
403,403,30.20203602192639,Male,78160,37.0,New York City,0
405,405,27.0,Male,179046,58.0,Miami,0
406,406,30.20203602192639,Female,66360,24.389997941963365,San Francisco,3
408,408,45.0,Male,146427,1.0,Miami,1
410,410,30.20203602192639,Male,65481,41.0,San Francisco,2
412,412,18.0,Female,60688,9.0,New York City,1
413,413,30.20203602192639,Female,62800,53.0,New York City,1
414,414,30.20203602192639,Male,52787,2.0,London,0
415,415,10.0,Male,133931,28.0,Tokyo,0
417,417,30.20203602192639,Female,170552,16.0,Tokyo,1
419,419,20.0,Male,103513,45.0,London,2
420,420,10.0,Male,109813,21.0,Miami,0
421,421,15.0,Female,118006,6.0,Tokyo,2
423,423,43.0,Female,263840,49.0,London,0
427,427,46.0,Female,252340,5.0,Miami,1
429,429,30.20203602192639,Male,105860,46.0,London,0
430,430,30.20203602192639,Female,50570,26.0,San Francisco,1
431,431,37.0,Male,141341,6.0,London,0
432,432,30.20203602192639,Female,64812,11.0,Miami,0
435,435,30.20203602192639,Male,71157,31.0,London,2
436,436,32.0,Female,150430,14.0,Tokyo,1
437,437,30.20203602192639,Male,107387,21.0,London,2
438,438,30.20203602192639,Female,137796,31.0,San Francisco,4
439,439,48.0,Male,95735,8.0,London,2
441,441,19.0,Male,155813,37.0,San Francisco,3
445,445,30.20203602192639,Male,236562,4.0,London,2
447,447,37.0,Male,77084,29.0,Tokyo,1
448,448,26.0,Female,127380,36.0,San Francisco,1
450,450,16.0,Male,114026,14.0,London,2
452,452,30.20203602192639,Male,132358,7.0,Tokyo,3
454,454,30.20203602192639,Male,111270,33.0,San Francisco,1
455,455,13.0,Male,372813,24.389997941963365,Miami,4
457,457,30.20203602192639,Female,68552,9.0,Miami,4
459,459,50.0,Male,56425,33.0,London,3
461,461,30.20203602192639,Female,211522,9.0,San Francisco,0
462,462,46.0,Female,75745,9.0,Tokyo,0
466,466,31.0,Male,172528,7.0,New York City,1
469,469,30.20203602192639,Female,216308,27.0,Tokyo,1
471,471,30.20203602192639,Female,70171,3.0,Miami,0
473,473,47.0,Male,224376,26.0,New York City,0
476,476,30.20203602192639,Male,241202,32.0,San Francisco,0
477,477,30.20203602192639,Male,70082,23.0,Miami,0
479,479,50.0,Female,210018,34.0,San Francisco,0
480,480,30.20203602192639,Female,184569,12.0,Miami,0
481,481,30.20203602192639,Female,241417,12.0,Tokyo,1
482,482,31.0,Male,90765,24.389997941963365,London,2
484,484,11.0,Male,55779,44.0,Miami,4
485,485,21.0,Female,130753,46.0,London,6
486,486,30.20203602192639,Male,174745,9.0,London,5
487,487,30.20203602192639,Female,116027,26.0,Miami,1
488,488,30.20203602192639,Female,86885,40.0,New York City,0
489,489,19.0,Male,242122,35.0,San Francisco,0
491,491,34.0,Female,84362,14.0,London,1
494,494,46.0,Female,165877,47.0,Tokyo,1
495,495,30.20203602192639,Male,174054,1.0,Miami,0
497,497,30.20203602192639,Male,51563,72.0,San Francisco,1
500,500,30.20203602192639,Male,55262,32.0,London,1
501,501,30.20203602192639,Male,138484,20.0,London,0
502,502,27.0,Female,103353,35.0,Tokyo,1
504,504,10.0,Male,70504,52.0,Tokyo,1
505,505,30.20203602192639,Male,60944,10.0,San Francisco,0
506,506,27.0,Male,156382,31.0,Tokyo,0
511,511,49.0,Female,129025,68.0,Tokyo,1
512,512,30.20203602192639,Male,65428,3.0,New York City,2
513,513,34.0,Male,86580,27.0,San Francisco,0
515,515,30.20203602192639,Male,84225,19.0,London,0
516,516,35.0,Male,104856,44.0,London,3
517,517,30.20203602192639,Male,244077,26.0,San Francisco,1
520,520,39.0,Female,86986,30.0,San Francisco,0
521,521,14.0,Female,52124,28.0,San Francisco,0
524,524,49.0,Female,58079,47.0,London,2
526,526,16.0,Female,98451,36.0,San Francisco,1
527,527,20.0,Male,149712,54.0,Tokyo,1
528,528,30.20203602192639,Male,86520,40.0,New York City,0
529,529,30.20203602192639,Female,120153,17.0,San Francisco,1
530,530,47.0,Male,61198,14.0,London,0
531,531,30.20203602192639,Female,158433,6.0,New York City,0
534,534,30.0,Female,174942,8.0,New York City,2
536,536,38.0,Male,100787,4.0,London,2
538,538,44.0,Male,197832,15.0,Miami,2
539,539,30.20203602192639,Female,78516,40.0,Miami,3
540,540,30.20203602192639,Female,144969,83.0,Miami,0
541,541,39.0,Male,174518,17.0,San Francisco,1
543,543,37.0,Female,161283,16.0,London,0
544,544,40.0,Male,70143,81.0,San Francisco,1
545,545,30.20203602192639,Female,184482,7.0,San Francisco,0
546,546,18.0,Male,59281,1.0,Miami,3
547,547,30.20203602192639,Female,61567,7.0,London,0
549,549,30.20203602192639,Male,78351,47.0,New York City,0
551,551,12.0,Male,130380,31.0,San Francisco,1
552,552,10.0,Female,200937,21.0,San Francisco,2
554,554,30.20203602192639,Male,100959,7.0,Miami,0
558,558,30.20203602192639,Male,129809,6.0,Tokyo,0
559,559,30.20203602192639,Male,95358,10.0,London,0
560,560,44.0,Male,158214,52.0,Miami,1
561,561,45.0,Male,159946,33.0,New York City,0
566,566,30.20203602192639,Female,159529,26.0,Miami,1
569,569,10.0,Male,169156,9.0,Miami,1
570,570,46.0,Male,160093,9.0,London,1
571,571,45.0,Female,65150,13.0,Tokyo,0
572,572,15.0,Male,136320,24.389997941963365,San Francisco,2
574,574,33.0,Male,77833,46.0,New York City,0
576,576,23.0,Female,85401,3.0,San Francisco,1
577,577,30.20203602192639,Male,118392,46.0,San Francisco,2
578,578,30.20203602192639,Male,50254,26.0,New York City,1
579,579,27.0,Male,173543,61.0,New York City,0
580,580,30.20203602192639,Female,98269,10.0,London,0
582,582,30.20203602192639,Male,156242,42.0,New York City,0
583,583,37.0,Female,230211,21.0,Tokyo,0
584,584,30.20203602192639,Male,67753,18.0,Tokyo,0
585,585,30.20203602192639,Female,77614,38.0,Tokyo,1
586,586,50.0,Female,95559,7.0,San Francisco,0
587,587,30.20203602192639,Male,55193,7.0,San Francisco,0
588,588,30.20203602192639,Male,51868,1.0,Tokyo,0
589,589,30.20203602192639,Male,60193,11.0,London,1
590,590,30.20203602192639,Male,61797,3.0,San Francisco,0
591,591,42.0,Male,60407,15.0,Tokyo,1
593,593,30.20203602192639,Female,52996,33.0,San Francisco,0
594,594,19.0,Male,82661,3.0,San Francisco,1
595,595,30.20203602192639,Female,60661,5.0,Tokyo,3
596,596,30.20203602192639,Female,51073,2.0,Miami,2
599,599,47.0,Male,145295,19.0,San Francisco,0
600,600,44.0,Female,69828,24.0,London,2
602,602,30.20203602192639,Male,101592,15.0,Tokyo,1
605,605,17.0,Female,83143,50.0,New York City,2
607,607,30.20203602192639,Male,79668,25.0,London,0
609,609,44.0,Male,110916,11.0,San Francisco,2
611,611,20.0,Male,78475,8.0,New York City,1
613,613,35.0,Male,74849,13.0,Miami,3
614,614,30.20203602192639,Female,92465,29.0,Tokyo,4
616,616,34.0,Female,54187,37.0,New York City,3
617,617,33.0,Male,170375,32.0,London,0
618,618,30.20203602192639,Female,84371,20.0,London,1
619,619,43.0,Male,178369,17.0,Miami,0
621,621,30.20203602192639,Male,263497,2.0,San Francisco,3
622,622,30.20203602192639,Male,155199,32.0,London,3
624,624,10.0,Female,214903,18.0,San Francisco,1
625,625,12.0,Male,170974,60.0,London,0
626,626,46.0,Male,175146,3.0,London,0
627,627,30.20203602192639,Male,117203,7.0,London,4
630,630,13.0,Male,63246,36.0,San Francisco,2
631,631,30.20203602192639,Male,129477,39.0,San Francisco,2
632,632,30.20203602192639,Male,70584,31.0,London,1
634,634,31.0,Female,99765,28.0,Miami,0
635,635,40.0,Female,64138,22.0,London,2
637,637,34.0,Male,91453,35.0,London,0
638,638,49.0,Male,87552,13.0,London,0
641,641,34.0,Female,60218,6.0,Tokyo,0
642,642,42.0,Male,152051,30.0,Tokyo,0
643,643,38.0,Female,210323,31.0,New York City,1
644,644,30.20203602192639,Female,57937,10.0,New York City,0
645,645,49.0,Female,215686,26.0,Miami,0
646,646,30.20203602192639,Female,160106,61.0,London,0
647,647,30.20203602192639,Male,85945,33.0,Tokyo,0
648,648,30.20203602192639,Female,57113,5.0,New York City,0
649,649,30.20203602192639,Female,85976,9.0,Tokyo,1
652,652,34.0,Female,190425,11.0,Miami,0
654,654,19.0,Male,62432,24.389997941963365,New York City,2
655,655,30.20203602192639,Female,78419,4.0,San Francisco,2
657,657,11.0,Male,87490,11.0,Miami,0
659,659,30.20203602192639,Male,66440,15.0,Miami,2
661,661,30.20203602192639,Male,54128,2.0,New York City,1
662,662,30.20203602192639,Male,82298,8.0,New York City,1
663,663,30.20203602192639,Female,53859,24.389997941963365,Tokyo,2
665,665,30.20203602192639,Female,81600,24.0,New York City,1
666,666,50.0,Female,108769,40.0,Miami,3
667,667,30.20203602192639,Female,59252,23.0,Miami,0
669,669,11.0,Female,62328,6.0,New York City,1
672,672,30.20203602192639,Male,226409,13.0,Tokyo,2
673,673,44.0,Male,109498,42.0,San Francisco,0
674,674,50.0,Male,86153,11.0,Tokyo,2
675,675,25.0,Male,126850,18.0,New York City,2
676,676,30.20203602192639,Male,195180,14.0,Miami,0
677,677,30.20203602192639,Female,56908,5.0,Miami,2
679,679,16.0,Male,50194,18.0,London,4
682,682,12.0,Male,106516,25.0,Tokyo,1
684,684,30.20203602192639,Male,67980,24.389997941963365,San Francisco,0
685,685,30.20203602192639,Male,59490,32.0,San Francisco,0
687,687,30.20203602192639,Female,60152,42.0,Tokyo,1
688,688,45.0,Male,93915,28.0,San Francisco,1
690,690,30.20203602192639,Female,146516,2.0,Tokyo,3
691,691,30.20203602192639,Female,87484,17.0,San Francisco,1
693,693,30.20203602192639,Male,88726,14.0,San Francisco,0
694,694,31.0,Male,213112,13.0,London,2
696,696,49.0,Female,150206,59.0,San Francisco,1
697,697,31.0,Male,79483,103.0,San Francisco,0
698,698,30.20203602192639,Female,70577,31.0,New York City,1
699,699,30.20203602192639,Female,104207,7.0,London,0
700,700,43.0,Female,156854,26.0,Miami,3
701,701,30.20203602192639,Female,87209,46.0,Miami,0
702,702,21.0,Male,72314,14.0,London,0
703,703,30.20203602192639,Female,171815,57.0,London,2
704,704,40.0,Male,160822,28.0,London,2
705,705,32.0,Female,113599,7.0,San Francisco,4
707,707,20.0,Male,160562,31.0,New York City,1
708,708,34.0,Female,68876,1.0,New York City,0
710,710,10.0,Female,81188,19.0,Tokyo,1
711,711,30.20203602192639,Female,90970,59.0,London,2
714,714,21.0,Female,76851,14.0,San Francisco,1
715,715,25.0,Female,51320,17.0,Tokyo,1
717,717,48.0,Female,200824,54.0,San Francisco,1
719,719,30.20203602192639,Female,53126,3.0,Tokyo,0
725,725,30.20203602192639,Male,163878,31.0,San Francisco,0
727,727,31.0,Male,62925,10.0,New York City,1
729,729,24.0,Male,80161,14.0,Tokyo,1
735,735,30.20203602192639,Male,233744,3.0,Tokyo,4
736,736,30.20203602192639,Male,153746,17.0,New York City,2
738,738,30.20203602192639,Male,87354,5.0,Miami,0
739,739,30.20203602192639,Female,126499,53.0,Miami,1
740,740,11.0,Female,73380,1.0,Tokyo,0
741,741,20.0,Male,90764,7.0,San Francisco,0
742,742,30.20203602192639,Male,98404,44.0,New York City,2
743,743,27.0,Female,76919,25.0,London,0
744,744,27.0,Male,169828,22.0,New York City,3
745,745,30.20203602192639,Male,76253,22.0,Miami,1
746,746,30.20203602192639,Male,191750,10.0,New York City,1
747,747,30.20203602192639,Female,191437,49.0,Tokyo,1
749,749,30.20203602192639,Male,99347,29.0,Miami,0
750,750,39.0,Female,50878,27.0,Tokyo,1
751,751,30.20203602192639,Female,69476,19.0,New York City,2
752,752,30.20203602192639,Male,76276,19.0,Tokyo,1
753,753,30.20203602192639,Female,105144,14.0,New York City,2
754,754,11.0,Female,91951,27.0,London,2
758,758,30.20203602192639,Female,81212,17.0,Tokyo,2
764,764,30.20203602192639,Male,111410,6.0,New York City,0
766,766,30.20203602192639,Male,69888,74.0,Tokyo,1
767,767,43.0,Male,82448,26.0,Tokyo,3
770,770,30.20203602192639,Male,51975,86.0,Miami,0
772,772,30.20203602192639,Male,68529,55.0,Tokyo,0
773,773,38.0,Female,106532,48.0,New York City,2
774,774,30.20203602192639,Male,171338,20.0,Tokyo,2
775,775,30.20203602192639,Female,52708,10.0,New York City,1
776,776,49.0,Female,69434,32.0,San Francisco,1
777,777,30.20203602192639,Female,117449,42.0,London,1
779,779,30.20203602192639,Female,83069,27.0,Tokyo,2
780,780,30.20203602192639,Male,57132,1.0,Tokyo,4
781,781,30.20203602192639,Female,167015,5.0,San Francisco,0
782,782,26.0,Male,85948,4.0,London,1
786,786,41.0,Female,51823,22.0,San Francisco,1
787,787,32.0,Female,63804,44.0,Miami,2
788,788,30.20203602192639,Female,100096,5.0,New York City,2
789,789,30.20203602192639,Female,65961,18.0,New York City,1
791,791,30.20203602192639,Male,80356,46.0,London,4
792,792,30.20203602192639,Male,63178,37.0,Tokyo,1
795,795,30.20203602192639,Male,115792,12.0,New York City,4
796,796,38.0,Male,241423,8.0,New York City,3
797,797,30.20203602192639,Male,116022,21.0,London,3
800,800,32.0,Female,67666,28.0,Tokyo,1
802,802,26.0,Female,153076,24.389997941963365,London,0
804,804,30.20203602192639,Female,65412,33.0,San Francisco,0
805,805,30.20203602192639,Male,87115,42.0,Miami,0
810,810,30.20203602192639,Female,110652,5.0,New York City,4
811,811,49.0,Female,163330,14.0,London,0
812,812,30.20203602192639,Male,71456,31.0,New York City,2
813,813,30.20203602192639,Male,118041,11.0,New York City,2
816,816,28.0,Male,317779,12.0,Miami,2
817,817,15.0,Female,260270,61.0,New York City,0
818,818,30.20203602192639,Female,60515,42.0,London,1
819,819,30.20203602192639,Male,140203,6.0,Miami,0
820,820,49.0,Female,179443,18.0,Tokyo,2
821,821,41.0,Female,92926,13.0,San Francisco,0
822,822,30.20203602192639,Female,56604,18.0,Tokyo,0
823,823,50.0,Female,170454,26.0,New York City,3
827,827,30.20203602192639,Male,142214,4.0,Tokyo,0
828,828,28.0,Female,183976,20.0,London,2
